Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Salary,ExpectedSalary
,,,Australia,,,Did not answer,,Did not answer,,,,7 to 15 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,26-100,,,1 to 3 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,Node.js; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; ,; Haskell; CoffeeScript; ; ; C++11; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,Others,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; PHP; Python; ; SQL,; ; ; ; ; ; ; ; MongoDB; F#; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Others,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,Others,,,Did not answer,,Did not answer,"1,000-3,000",,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; ; Java; ; ; ; ; ; PHP; Python; ; SQL,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,Others,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,7 to 15 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; C#; Java; ; ; ; ; ; PHP; Python; Ruby; SQL,Node.js; Haskell; ; ; ; C++11; ; ; ; F#; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$120,000 - $140,000",130000,
,,,United States,,,Did not answer,,Did not answer,3001,,,3 to 7 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; jQuery; ; ; ; ; ; ; ,; ; CoffeeScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$120,000 - $140,000",130000,
,,,United States,,,Did not answer,,Did not answer,,,,No Response,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,France,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; ; ; Python; ; SQL,Node.js; ; ; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,India,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; ; ; ; ,; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Embedded Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; C#; ; ; ; ; ; ; ; Python; ; ,; ; ; ; ; C++11; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; jQuery; ; ; ; PHP; Python; ; SQL,Node.js; ; ; Dart; ; ; ; Redis; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$40,000 - $60,000",50000,
,,,India,,,Did not answer,,Did not answer,26-100,,,3 to 7 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; Objective-C; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,India,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,1 to 3 years,,Front-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,; ; ; ; ; ; ; ; ; F#; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,Others,,,Did not answer,,Did not answer,"1,000-3,000",,,1 to 3 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; ,Node.js; ; CoffeeScript; Dart; ; ; ; ; MongoDB; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,United Kingdom,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; Java; JavaScript; jQuery; ; ; ; ; Python; ; ,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Australia,,,Did not answer,,Did not answer,,,,1 to 3 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,7 to 15 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; C#; Java; JavaScript; jQuery; ; Node.js; ; ; ; ; SQL,; ; ; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,Australia,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; Node.js; ; PHP; ; ; SQL,Node.js; ; ; ; ; C++11; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,Australia,,,Did not answer,,Did not answer,3001,,,3 to 7 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ; ; ; ; ; ; Python; ; ,; ; ; ; TypeScript; ; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; Node.js; ; ; ; ; SQL,Node.js; ; CoffeeScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,United States,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; ; ; ; ,Node.js; ; ; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; Objective-C; PHP; ; ; SQL,Node.js; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,Others,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Enterprise Level Services,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; ; ; Python; ; SQL,Node.js; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,Australia,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,Others,,,Did not answer,,Did not answer,3001,,,3 to 7 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; ; Java; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Australia,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; Objective-C; PHP; Python; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Others,,,Did not answer,,Did not answer,101-999,,,1 to 3 years,,I don't work in tech,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; ; JavaScript; ; ; ; ; PHP; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,Others,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; ; ; ; ; ; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,United States,,,Did not answer,,Did not answer,,,,1 to 3 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; Java; JavaScript; jQuery; ; ; ; ; ; ; SQL,Node.js; ; ; ; ; ; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; ; JavaScript; jQuery; ; Node.js; ; ; Python; ; ,Node.js; ; ; ; ; ; ; ; MongoDB; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; Java; ; ; ; ; ; ; ; ; ,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,United States,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Embedded Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; ; ; ; ; ; ; ; Python; ; ,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$120,000 - $140,000",130000,
,,,Others,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; ; ; ; Objective-C; ; ; ; ,Node.js; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,Australia,,,Did not answer,,Did not answer,,,,7 to 15 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Enterprise Level Services,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; C#; ; ; ; ; ; ; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ; ; ; ; Objective-C; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,Mexico,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; ; jQuery; ; ; ; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,United States,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; ; ; ; SQL,; ; ; ; ; ; ; ; ; F#; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; ; ; ; ; ; Python; Ruby; SQL,; ; ; ; ; ; ; Redis; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,United States,,,Did not answer,,Did not answer,,,,7 to 15 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Enterprise Level Services,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; ; ; ; ; ; ; ; ; Python; ; ,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,">$140,000","> 140,000",
,,,Canada,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; Python; Ruby; SQL,Node.js; ; CoffeeScript; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,1 to 3 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
